10111100 10111100 0 0 0 0 0 0 0 0 0 0 000000100 000000000
10111100 00000000 0 0 0 0 0 0 0 0 0 0 000000000 000000000
10111100 00000000 -32762 32761 -32762 32761 -32762 32761 -32762 32761 -32762 32761 000000000 000000000
10111100 00000000 -32754 32753 -32754 32753 -32754 32753 -32754 32753 -32754 32753 000000000 000000000
10111100 00000000 -32746 32745 -32746 32745 -32746 32745 -32746 32745 -32746 32745 000000000 000000000
10111100 00000000 -32738 32737 -32738 32737 -32738 32737 -32738 32737 -32738 32737 000000000 000000000
10111100 00000000 -32730 32729 -32730 32729 -32730 32729 -32730 32729 -32730 32729 000000000 000000000
10111100 00000000 -32722 32721 -32722 32721 -32722 32721 -32722 32721 -32722 32721 000000000 000000000
10111100 00000000 -32714 32713 -32714 32713 -32714 32713 -32714 32713 -32714 32713 000000000 000000000
10111100 00000000 -32706 32705 -32706 32705 -32706 32705 -32706 32705 -32706 32705 000000000 000000000
10111100 00000000 -32698 32697 -32698 32697 -32698 32697 -32698 32697 -32698 32697 000000000 000000000
10111100 00000000 -32690 32689 -32690 32689 -32690 32689 -32690 32689 -32690 32689 000000000 000000000
10111100 00000000 -32682 32681 -32682 32681 -32682 32681 -32682 32681 -32682 32681 000000000 000000000
10111100 00000000 -32674 32673 -32674 32673 -32674 32673 -32674 32673 -32674 32673 000000000 000000000
10111100 00000000 -32666 32665 -32666 32665 -32666 32665 -32666 32665 -32666 32665 000000000 000000000
10111100 00000000 -32658 32657 -32658 32657 -32658 32657 -32658 32657 -32658 32657 000000000 000000000
10111100 00000000 -32650 32649 -32650 32649 -32650 32649 -32650 32649 -32650 32649 000000000 000000000
10111100 00000000 -32642 32641 -32642 32641 -32642 32641 -32642 32641 -32642 32641 000000000 000000000
10111100 00000000 -32634 32633 -32634 32633 -32634 32633 -32634 32633 -32634 32633 000000000 000000000
10111100 00000000 -32626 32625 -32626 32625 -32626 32625 -32626 32625 -32626 32625 000000000 000000000
10111100 00000000 -32618 32617 -32618 32617 -32618 32617 -32618 32617 -32618 32617 000000000 000000000
