10111100 10111100 0 0 0 0 0 0 0 0 0 0 000000100 000000000
10111100 00000000 0 0 0 0 0 0 0 0 0 0 000000000 000000000
10111100 00000000 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 000000000 000000000
10111100 00000000 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 000000000 000000000
10111100 00000000 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 000000000 000000000
10111100 00000000 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 000000000 000000000
10111100 00000000 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 000000000 000000000
10111100 00000000 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 000000000 000000000
10111100 00000000 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 000000000 000000000
10111100 00000000 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 000000000 000000000
10111100 00000000 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 000000000 000000000
10111100 00000000 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 000000000 000000000
10111100 00000000 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 000000000 000000000
10111100 00000000 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 000000000 000000000
10111100 00000000 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 000000000 000000000
10111100 00000000 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 000000000 000000000
10111100 00000000 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 000000000 000000000
10111100 00000000 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 000000000 000000000
10111100 00000000 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 -32768 000000000 000000000
