3642 20175
1878 15585
22014 16973
9673 24895
28877 31501
21522 30638
20552 19869
21629 2017
26994 2118
18331 10977
29408 5382
8079 31690
29732 924
19833 8325
22271 30495
19358 2557
12975 16034
2719 6361
21645 17586
29737 20040
28780 3291
26858 9808
15905 21976
31760 4665
22879 13257
866 28476
11419 9200
28115 17680
20459 6639
30328 4449
22151 13657
25252 25456
12444 21429
1114 20234
21476 12082
11927 2410
1509 10059
3757 11568
21063 20897
13076 8807
11277 1526
12812 17887
31434 13054
20841 5231
15500 31922
2141 22025
11717 6560
20616 20615
15990 22216
10327 19886
18441 28700
3349 10599
1707 29920
17786 31600
9302 16292
16345 23328
268 719
32766 17439
19490 6592
25202 30154
10932 26989
23236 4894
12253 45
19751 8675
23778 29659
18515 19418
31300 5199
17014 27644
7531 19231
8662 27294
25560 2782
8362 29124
17074 22568
32768 21136
767 22576
25732 4957
30778 27483
30171 17084
27922 26737
23033 10270
12111 14742
23325 1838
15728 7680
28678 1109
31093 12870
1 4021
16767 9171
8204 23564
27884 19774
28999 32766
1097 23697
20525 21956
8383 12194
5373 3972
16868 22806
29224 16667
11045 21207
28910 27475
26143 30203
19432 19390
3728 24389
5283 14304
10651 339
28425 14984
28503 16740
12144 11953
21902 3867
7208 5997
10600 17203
1417 25259
24797 17264
19185 2127
22700 29924
17616 20058
2999 3215
9157 16894
22216 5075
31154 3339
412 15653
18121 23178
274 24888
25333 1223
4113 24023
30662 21289
13534 20313
3451 22808
31626 4521
8818 25102
31671 22303
6253 26459
6498 24065
27740 1680
31553 24669
1074 23831
5093 18760
24901 6778
1365 19868
23317 16468
14962 11895
11010 1560
15137 13359
14424 23477
7460 39
15106 2278
1368 4546
3262 20712
28141 0
1458 21638
13625 23702
22436 28838
23867 15838
27743 24167
5382 31840
10469 9273
31888 28314
6627 1453
4367 30006
889 21295
6895 26805
7041 10031
12319 5573
23524 14334
20086 15188
14791 18675
15249 19218
26288 29255
9400 30847
4096 9798
25799 18521
16485 13754
24961 7735
3889 24766
7912 8483
3958 12526
26903 11879
23214 6260
13860 29293
14744 24411
65534 18429
0 20989
17055 13724
5033 23053
6147 7294
13273 65534
17506 20733
17376 11592
3356 29498
12101 14583
5835 803
5883 13831
13424 3043
8696 13390
6936 31040
18056 24487
9821 28445
958 1008
20758 12819
8923 1246
12707 15071
21152 22335
13790 7675
25426 24649
9751 19598
11161 25366
2763 28968
25812 11472
21324 7491
29234 28601
30478 2698
22749 21678
9635 25478
2397 16561
21067 8074
2539 12217
9840 25969
30364 20601
2 16758
25252 14304
6965 26262
5492 10054
24311 14451
22564 16247
32765 5531
4409 26450
30389 14068
7784 26620
12562 6688
29142 8849
590 8258
27354 16175
15402 18397
23277 17612
3294 31873
9019 12157
15063 3576
30826 5804
3691 8905
5005 7301
11896 24723
12300 20463
25170 30732
1120 7124
8067 14960
24015 15436
16729 6474
24547 19556
29219 30794
7651 22983
16995 11755
27506 32765
26694 25889
21994 10608
20384 28658
182 29700
30289 22403
1958 8425
24385 4248
24006 29087
31910 1736
23746 15766
27122 16151
28258 27682
13989 10011
4062 5767
18405 2522
20126 9894
13389 19229
4460 13797
11698 28592
6547 7492
11602 12604
19205 27391
5620 32768
15561 18246
18218 12831
14569 8191
0 13496
5139 3358
17759 10904
13892 11700
22610 19363
24701 12566
10802 4640
8788 14810
9273 3886
22934 13234
4783 18846
13173 6892
10096 25916
14730 27051
26644 13151
24803 31438
30872 15085
18812 26591
2655 15212
23520 22418
25994 15879
29658 26141
10486 7953
30010 7131
29643 4674
11254 28057
29459 5152
10653 1816
28335 25009
4816 31322
25529 11417
20896 27193
5169 16011
30587 11117
21226 9636
16415 9609
24320 18311
26526 21808
7481 23496
10938 30609
19457 15753
8003 10385
18916 1944
7797 10849
21980 29959
16830 31440
29495 14505
13998 29782
10289 22883
14120 30228
20736 18188
29079 7102
12775 18982
26082 24072
22900 20534
13651 27580
13095 30576
7607 17963
8179 30643
3070 11678
4249 12408
23869 6857
1921 11246
22240 277
6302 542
14649 4393
12429 5966
31383 26968
25736 23773
715 12712
2237 26188
17185 4064
2541 13915
10618 3103
12795 27948
18713 28904
8425 5625
18856 475
5476 763
23968 27812
5663 1967
24481 20987
4341 31366
6128 30142
2189 14873
12615 4002
16211 16464
7133 22949
6715 11327
1542 10437
15147 30238
19894 5624
11328 25717
16240 10706
20030 9007
8490 2446
3640 27607
19052 2802
23100 6012
20431 3217
18633 15558
21727 25239
31008 10770
17597 10937
20268 1
4134 65535
13957 1410
256 21963
9490 24050
9783 12684
1968 32767
24158 17094
15687 8628
15754 88
24072 27249
13311 19021
16005 28403
7373 15515
28782 8033
31485 4905
65535 26238
26120 31173
27572 20150
27324 702
24540 19542
18014 16679
6587 13143
2258 24246
1708 26921
4549 14116
26370 24764
27431 18922
2567 18083
28336 25069
28434 3776
17733 9155
29883 19071
14628 24336
26352 18055
15770 9544
868 20053
11613 21032
18950 10159
28049 26461
27785 28924
2974 22056
21712 9677
26566 2
12875 15367
31814 3095
11584 22504
30799 9112
7090 22882
10083 21655
6874 5671
17851 13172
9582 17070
23448 11230
21522 28253
13186 576
4779 14213
643 17885
6334 6719
16291 1122
24972 6246
5252 31916
1949 6045
14235 3294
8725 2538
26732 16290
26012 17204
22834 21329
32767 8208
20114 7223
20449 2167
2974 4891
29547 10211
16498 6943
16675 1385
18306 28055
23 3591
2332 29356
16949 29433
8232 27159
27234 10373
15120 8918
10097 18138
25191 187
31203 7757
11209 31083
27559 11516
19424 8123
25039 3616
26211 12402
30237 17994
26778 13514
27362 21733
17990 17751
31140 11068
30036 6084
17342 17497
10383 26524
27236 31016
14201 9338
9150 23779
18727 26320
21710 18663
17640 4968
4650 14004
19247 8477
2780 20412
19932 740
15836 23292
19625 21438
9413 4091
28582 4306
11981 28198
29950 23201
17330 25469
15479 16252
5640 7480
8756 2689
5919 27927
541 25509
14341 397
22488 31541
7246 25983
14511 29656
3615 8379
21117 28160
6369 14756
10046 30431
5914 25705
