2097151 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 
2097151 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2097151 2097151 0 0 0 0 0 0 0 
2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 2097151 2097151 0 0 0 0 0 0 0 
2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 -2097151 2097151 2097151 0 0 0 0 0 0 0 
2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 2097151 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 -2097152 2097151 2097151 0 0 0 0 0 0 0 
1048576 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1048576 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1048576 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2097151 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
