10111100 00000000 513 1027 1541 2055 2569 3083 3597 4111 4625 5139 001011000 000000000
10111100 00000000 0 1 2 3 -1 3083 3597 4111 4625 5139 001011000 000101110
10111100 00000000 513 1027 1541 2055 2569 3083 3597 4111 4625 5139 001011000 000101110
10111100 00000000 513 1027 1541 2055 2569 3083 3597 4111 4625 5139 001011000 000101110
10111100 00000000 513 1027 1541 2055 2569 3083 3597 4111 4625 5139 001011000 000101110
10111100 00000000 513 1027 1541 2055 2569 3083 3597 4111 4625 5139 001011000 000101110
10111100 00000000 513 1027 1541 2055 2569 3083 3597 4111 4625 5139 001011000 000101110
10111100 00000000 513 1027 1541 2055 2569 3083 3597 4111 4625 5139 001011000 000101110
10111100 00000000 513 1027 1541 2055 2569 3083 3597 4111 4625 5139 001011000 000101110
10111100 00000000 513 1027 1541 2055 2569 3083 3597 4111 4625 5139 001011000 000101110
10111100 00000000 513 1027 1541 2055 2569 3083 3597 4111 4625 5139 001011000 000101110
10111100 00000000 513 1027 1541 2055 2569 3083 3597 4111 4625 5139 001011000 000101110
10111100 00000000 513 1027 1541 2055 2569 3083 3597 4111 4625 5139 001011000 000101110
10111100 00000000 513 1027 1541 2055 2569 3083 3597 4111 4625 5139 001011000 000101110
10111100 00000000 513 1027 1541 2055 2569 3083 3597 4111 4625 5139 001011000 000101110
